Time [sec]	Time (UTC)	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Geopot [m]	Dew [°C]
2166      	09:32:35  	136.2  	-71.6 	59    	6.4     	176   	-0.5      	6.4       	14856     	-75.0
2168      	09:32:37  	135.8  	-71.7 	60    	6.2     	175   	-0.5      	6.2       	14873     	-75.0
2170      	09:32:39  	135.4  	-71.8 	60    	6.1     	175   	-0.5      	6.1       	14890     	-75.1
2172      	09:32:41  	135.0  	-71.8 	60    	6.0     	175   	-0.6      	6.0       	14907     	-75.2
2174      	09:32:43  	134.6  	-71.9 	60    	5.8     	179   	-0.1      	5.8       	14925     	-75.2
2176      	09:32:45  	134.2  	-72.0 	61    	5.7     	185   	0.5       	5.7       	14943     	-75.2
2178      	09:32:47  	133.8  	-72.0 	62    	5.6     	192   	1.2       	5.5       	14960     	-75.2
2180      	09:32:49  	133.4  	-72.1 	62    	5.5     	201   	2.0       	5.1       	14980     	-75.2
2182      	09:32:51  	132.9  	-72.2 	62    	5.6     	210   	2.8       	4.8       	15001     	-75.3
2184      	09:32:53  	132.4  	-72.2 	62    	5.8     	219   	3.6       	4.5       	15022     	-75.4
2186      	09:32:55  	132.0  	-72.3 	61    	6.0     	225   	4.2       	4.2       	15042     	-75.5
2188      	09:32:57  	131.5  	-72.4 	62    	6.1     	227   	4.5       	4.1       	15063     	-75.5
2190      	09:32:59  	131.1  	-72.5 	62    	6.1     	230   	4.7       	3.9       	15083     	-75.6
2192      	09:33:01  	130.6  	-72.5 	62    	6.1     	232   	4.8       	3.8       	15104     	-75.7
2194      	09:33:03  	130.2  	-72.6 	62    	6.0     	233   	4.8       	3.6       	15125     	-75.7
2196      	09:33:05  	129.7  	-72.7 	62    	5.8     	235   	4.8       	3.3       	15144     	-75.8
2198      	09:33:07  	129.3  	-72.8 	62    	5.6     	237   	4.7       	3.1       	15161     	-75.8
2200      	09:33:09  	128.9  	-72.8 	62    	5.4     	237   	4.5       	3.0       	15177     	-75.9
2202      	09:33:11  	128.5  	-72.9 	63    	5.1     	236   	4.2       	2.8       	15197     	-75.9
2204      	09:33:13  	128.1  	-72.9 	63    	4.5     	235   	3.7       	2.6       	15217     	-75.9
2206      	09:33:15  	127.7  	-73.0 	63    	3.9     	234   	3.2       	2.3       	15236     	-75.9
2208      	09:33:17  	127.3  	-73.0 	64    	3.4     	232   	2.7       	2.1       	15254     	-75.9
2210      	09:33:19  	126.9  	-73.1 	64    	2.8     	231   	2.2       	1.8       	15271     	-76.0
2212      	09:33:21  	126.6  	-73.1 	64    	2.3     	229   	1.7       	1.5       	15289     	-76.0
2214      	09:33:23  	126.2  	-73.2 	64    	2.0     	226   	1.4       	1.4       	15306     	-76.1
2216      	09:33:25  	125.8  	-73.2 	64    	1.7     	224   	1.2       	1.2       	15324     	-76.1
2218      	09:33:27  	125.4  	-73.3 	64    	1.4     	222   	0.9       	1.0       	15341     	-76.2
2220      	09:33:29  	125.0  	-73.4 	64    	1.1     	217   	0.7       	0.9       	15360     	-76.2
2222      	09:33:31  	124.5  	-73.4 	63    	0.8     	223   	0.5       	0.6       	15383     	-76.3
2224      	09:33:33  	124.1  	-73.5 	63    	1.0     	242   	0.9       	0.5       	15405     	-76.4
2226      	09:33:35  	123.6  	-73.5 	64    	1.3     	256   	1.3       	0.3       	15428     	-76.4
2228      	09:33:37  	123.1  	-73.6 	64    	1.6     	264   	1.6       	0.2       	15450     	-76.4
2230      	09:33:39  	122.6  	-73.6 	65    	1.9     	270   	1.9       	0.0       	15473     	-76.4
2232      	09:33:41  	122.2  	-73.7 	65    	2.3     	274   	2.3       	-0.2      	15495     	-76.4
2234      	09:33:43  	121.7  	-73.7 	65    	2.6     	277   	2.6       	-0.3      	15515     	-76.4
2236      	09:33:45  	121.3  	-73.8 	65    	3.0     	280   	3.0       	-0.5      	15535     	-76.5
2238      	09:33:47  	120.9  	-73.8 	65    	3.4     	282   	3.3       	-0.7      	15555     	-76.5
2240      	09:33:49  	120.5  	-73.9 	65    	3.7     	283   	3.6       	-0.8      	15574     	-76.6
2242      	09:33:51  	120.1  	-73.9 	65    	4.0     	283   	3.9       	-0.9      	15593     	-76.6
2244      	09:33:53  	119.7  	-74.0 	65    	4.3     	282   	4.2       	-0.9      	15612     	-76.8
2246      	09:33:55  	119.3  	-74.1 	65    	4.6     	280   	4.5       	-0.8      	15633     	-76.9
2248      	09:33:57  	118.9  	-74.2 	64    	4.9     	279   	4.8       	-0.8      	15654     	-77.1
2250      	09:33:59  	118.5  	-74.4 	64    	5.2     	278   	5.2       	-0.7      	15675     	-77.2
2252      	09:34:01  	118.0  	-74.5 	64    	5.6     	277   	5.6       	-0.7      	15695     	-77.3
2254      	09:34:03  	117.6  	-74.6 	65    	6.0     	276   	6.0       	-0.7      	15716     	-77.4
2256      	09:34:05  	117.2  	-74.8 	65    	6.3     	276   	6.3       	-0.6      	15737     	-77.5
2258      	09:34:07  	116.8  	-74.9 	65    	6.6     	275   	6.6       	-0.6      	15756     	-77.6
2260      	09:34:09  	116.4  	-74.9 	65    	7.0     	275   	7.0       	-0.6      	15775     	-77.7
2262      	09:34:11  	116.0  	-75.0 	65    	7.2     	274   	7.2       	-0.5      	15797     	-77.7
2264      	09:34:13  	115.5  	-75.1 	66    	7.2     	272   	7.2       	-0.2      	15822     	-77.7
2266      	09:34:15  	115.0  	-75.1 	66    	7.2     	270   	7.2       	0.1       	15847     	-77.8
2268      	09:34:17  	114.5  	-75.2 	66    	7.1     	268   	7.1       	0.3       	15870     	-77.8
2270      	09:34:19  	114.2  	-75.3 	66    	7.1     	265   	7.1       	0.6       	15886     	-77.9
2272      	09:34:21  	113.9  	-75.4 	67    	7.0     	263   	7.0       	0.8       	15902     	-77.9
2274      	09:34:23  	113.6  	-75.5 	67    	7.0     	261   	6.9       	1.1       	15917     	-77.9
2276      	09:34:25  	113.3  	-75.6 	67    	7.0     	259   	6.9       	1.3       	15933     	-78.1
2278      	09:34:27  	112.9  	-75.7 	67    	7.0     	257   	6.8       	1.6       	15950     	-78.2
2280      	09:34:29  	112.6  	-75.8 	68    	7.1     	255   	6.9       	1.8       	15971     	-78.3
2282      	09:34:31  	112.2  	-75.9 	68    	7.1     	253   	6.8       	2.1       	15992     	-78.3
2284      	09:34:33  	111.8  	-76.1 	69    	7.1     	253   	6.8       	2.1       	16014     	-78.4
2286      	09:34:35  	111.4  	-76.2 	69    	7.1     	251   	6.7       	2.3       	16032     	-78.6
2288      	09:34:37  	111.0  	-76.4 	68    	7.2     	249   	6.7       	2.6       	16049     	-78.8
2290      	09:34:39  	110.7  	-76.5 	68    	7.2     	246   	6.6       	2.9       	16066     	-78.9
2292      	09:34:41  	110.4  	-76.7 	68    	7.3     	244   	6.6       	3.2       	16083     	-79.1
2294      	09:34:43  	109.8  	-76.8 	67    	7.3     	242   	6.4       	3.5       	16109     	-79.3
2296      	09:34:45  	109.3  	-77.0 	67    	7.4     	239   	6.4       	3.8       	16140     	-79.4
2298      	09:34:47  	108.7  	-77.1 	67    	7.6     	237   	6.3       	4.2       	16171     	-79.6
2300      	09:34:49  	108.3  	-77.2 	67    	7.8     	234   	6.3       	4.6       	16198     	-79.7
2302      	09:34:51  	107.9  	-77.4 	68    	8.1     	231   	6.3       	5.1       	16219     	-79.7
2304      	09:34:53  	107.4  	-77.5 	69    	8.3     	229   	6.3       	5.4       	16239     	-79.8
2306      	09:34:55  	107.0  	-77.6 	69    	8.5     	228   	6.3       	5.7       	16259     	-79.9
2308      	09:34:57  	106.7  	-77.8 	70    	8.6     	228   	6.4       	5.8       	16280     	-79.9
2310      	09:34:59  	106.3  	-77.9 	71    	8.8     	227   	6.4       	6.0       	16300     	-80.0
2312      	09:35:01  	105.9  	-78.1 	71    	8.9     	227   	6.5       	6.1       	16320     	-80.2
2314      	09:35:03  	105.5  	-78.3 	71    	9.0     	227   	6.5       	6.2       	16341     	-80.3
2316      	09:35:05  	105.1  	-78.4 	71    	9.1     	226   	6.6       	6.3       	16362     	-80.5
2318      	09:35:07  	104.7  	-78.6 	71    	9.2     	226   	6.6       	6.4       	16383     	-80.8
2320      	09:35:09  	104.3  	-78.8 	71    	9.0     	226   	6.4       	6.3       	16406     	-80.9
2322      	09:35:11  	103.9  	-79.0 	71    	8.8     	226   	6.3       	6.2       	16429     	-81.1
2324      	09:35:13  	103.5  	-79.2 	70    	8.6     	225   	6.1       	6.1       	16451     	-81.3
2326      	09:35:15  	103.1  	-79.3 	70    	8.4     	225   	5.9       	6.0       	16472     	-81.5
2328      	09:35:17  	102.7  	-79.4 	69    	8.3     	224   	5.8       	6.0       	16493     	-81.7
2330      	09:35:19  	102.4  	-79.5 	68    	8.1     	224   	5.6       	5.8       	16514     	-81.9
2332      	09:35:21  	102.0  	-79.6 	67    	7.9     	223   	5.4       	5.7       	16535     	-82.0
2334      	09:35:23  	101.6  	-79.7 	68    	7.7     	223   	5.3       	5.6       	16555     	-82.1
2336      	09:35:25  	101.3  	-79.8 	67    	7.5     	222   	5.0       	5.6       	16576     	-82.1
2338      	09:35:27  	100.9  	-79.8 	67    	7.5     	221   	4.9       	5.7       	16596     	-82.2
2340      	09:35:29  	100.6  	-79.9 	68    	7.6     	220   	4.9       	5.8       	16614     	-82.2
2342      	09:35:31  	100.2  	-79.9 	68    	7.6     	220   	4.9       	5.8       	16633     	-82.2
2344      	09:35:33  	99.9   	-80.0 	69    	7.7     	219   	4.8       	6.0       	16651     	-82.2
2346      	09:35:35  	99.6   	-80.0 	70    	7.8     	219   	4.9       	6.1       	16670     	-82.2
2348      	09:35:37  	99.3   	-80.0 	71    	7.8     	218   	4.8       	6.1       	16688     	-82.1
2350      	09:35:39  	99.0   	-80.1 	72    	7.9     	217   	4.8       	6.3       	16705     	-82.0
2352      	09:35:41  	98.7   	-80.1 	73    	7.3     	215   	4.2       	6.0       	16723     	-82.0
2354      	09:35:43  	98.3   	-80.1 	73    	6.7     	213   	3.6       	5.6       	16740     	-82.0
2356      	09:35:45  	98.0   	-80.1 	74    	6.0     	211   	3.1       	5.2       	16758     	-82.0
2358      	09:35:47  	97.6   	-80.1 	73    	5.4     	208   	2.5       	4.8       	16783     	-82.0
2360      	09:35:49  	97.1   	-80.1 	73    	4.8     	204   	2.0       	4.4       	16809     	-82.1
2362      	09:35:51  	96.7   	-80.1 	72    	4.2     	199   	1.4       	4.0       	16836     	-82.1
2364      	09:35:53  	96.2   	-80.1 	71    	3.4     	194   	0.8       	3.3       	16864     	-82.2
2366      	09:35:55  	95.9   	-80.2 	71    	2.6     	186   	0.3       	2.6       	16891     	-82.2
2368      	09:35:57  	95.6   	-80.1 	71    	1.9     	171   	-0.3      	1.9       	16906     	-82.2
2370      	09:35:59  	95.3   	-80.1 	71    	1.5     	145   	-0.9      	1.2       	16921     	-82.2
2372      	09:36:01  	94.9   	-80.2 	72    	1.3     	137   	-0.9      	0.9       	16936     	-82.1
2374      	09:36:03  	94.5   	-80.3 	74    	1.3     	122   	-1.1      	0.7       	16962     	-82.1
2376      	09:36:05  	94.2   	-80.3 	76    	2.1     	108   	-2.0      	0.6       	16986     	-81.9
2378      	09:36:07  	93.9   	-80.3 	77    	2.8     	101   	-2.8      	0.5       	17000     	-81.9
2380      	09:36:09  	93.7   	-80.3 	82    	3.7     	096   	-3.7      	0.4       	17014     	-81.5
2382      	09:36:11  	93.5   	-80.4 	70    	4.5     	094   	-4.5      	0.3       	17028     	-82.5
2384      	09:36:13  	93.2   	-80.4 	70    	5.4     	094   	-5.4      	0.4       	17042     	-82.5
2386      	09:36:15  	92.9   	-80.4 	70    	6.3     	095   	-6.3      	0.6       	17059     	-82.5
2388      	09:36:17  	92.6   	-80.4 	69    	7.1     	096   	-7.1      	0.7       	17082     	-82.6
2390      	09:36:19  	92.2   	-80.4 	69    	7.8     	100   	-7.7      	1.3       	17105     	-82.6
2392      	09:36:21  	91.8   	-80.4 	67    	8.5     	104   	-8.2      	2.1       	17127     	-82.8
2394      	09:36:23  	91.5   	-80.4 	66    	9.0     	109   	-8.5      	2.9       	17149     	-82.9
2396      	09:36:25  	91.2   	-80.4 	66    	8.9     	113   	-8.2      	3.5       	17170     	-82.9
2398      	09:36:27  	90.8   	-80.5 	65    	8.8     	118   	-7.8      	4.1       	17191     	-83.1
2400      	09:36:29  	90.5   	-80.5 	63    	8.8     	123   	-7.4      	4.7       	17211     	-83.2
2402      	09:36:31  	90.6   	-80.5 	61    	8.8     	127   	-7.0      	5.3       	17206     	-83.4
2404      	09:36:33  	90.7   	-80.5 	61    	9.0     	132   	-6.7      	6.0       	17198     	-83.4
2406      	09:36:35  	90.8   	-80.4 	60    	9.1     	136   	-6.3      	6.6       	17189     	-83.3
2408      	09:36:37  	91.7   	-80.3 	59    	9.0     	139   	-5.9      	6.8       	17158     	-83.5
2410      	09:36:39  	92.7   	-80.3 	59    	8.8     	140   	-5.7      	6.7       	17090     	-83.4
2412      	09:36:41  	93.6   	-80.2 	59    	8.5     	138   	-5.7      	6.3       	17021     	-83.3
2414      	09:36:43  	94.7   	-80.1 	59    	8.2     	137   	-5.6      	5.9       	16953     	-83.3
2416      	09:36:45  	95.9   	-80.0 	58    	7.9     	135   	-5.6      	5.6       	16886     	-83.2
2418      	09:36:47  	97.0   	-79.8 	57    	7.7     	134   	-5.6      	5.3       	16818     	-83.2
2420      	09:36:49  	98.1   	-79.6 	55    	7.1     	134   	-5.1      	4.9       	16751     	-83.2
2422      	09:36:51  	99.3   	-79.4 	55    	6.1     	136   	-4.2      	4.4       	16686     	-83.0
2424      	09:36:53  	100.4  	-79.1 	55    	5.2     	139   	-3.4      	3.9       	16621     	-82.7
2426      	09:36:55  	101.6  	-78.8 	55    	4.4     	144   	-2.6      	3.6       	16557     	-82.5
2428      	09:36:57  	102.7  	-78.6 	55    	3.8     	153   	-1.7      	3.4       	16493     	-82.2
2430      	09:36:59  	103.8  	-78.3 	57    	3.5     	165   	-0.9      	3.4       	16430     	-81.7
2432      	09:37:01  	105.0  	-78.0 	58    	3.2     	178   	-0.1      	3.2       	16368     	-81.3
2434      	09:37:03  	106.2  	-77.7 	59    	3.5     	195   	0.9       	3.4       	16305     	-81.0
2436      	09:37:05  	107.3  	-77.4 	59    	4.1     	209   	2.0       	3.6       	16242     	-80.6
2438      	09:37:07  	108.5  	-77.1 	60    	4.8     	219   	3.0       	3.7       	16181     	-80.2
2440      	09:37:09  	109.6  	-76.9 	59    	5.4     	222   	3.6       	4.0       	16120     	-80.2
2442      	09:37:11  	110.8  	-76.6 	56    	5.7     	222   	3.8       	4.2       	16059     	-80.1
2444      	09:37:13  	112.0  	-76.3 	56    	6.0     	222   	4.0       	4.4       	15996     	-80.0
2446      	09:37:15  	113.3  	-76.1 	55    	6.1     	226   	4.4       	4.2       	15933     	-79.7
2448      	09:37:17  	114.5  	-75.8 	55    	6.1     	230   	4.7       	3.9       	15870     	-79.4
2450      	09:37:19  	115.7  	-75.5 	55    	6.2     	233   	5.0       	3.7       	15808     	-79.2
2452      	09:37:21  	116.9  	-75.2 	55    	6.3     	237   	5.3       	3.5       	15749     	-78.9
2454      	09:37:23  	118.1  	-74.9 	55    	6.1     	241   	5.3       	3.0       	15689     	-78.6
2456      	09:37:25  	119.4  	-74.6 	55    	5.9     	245   	5.4       	2.5       	15629     	-78.3
2458      	09:37:27  	120.6  	-74.3 	55    	5.8     	250   	5.5       	2.0       	15569     	-78.0
2460      	09:37:29  	121.8  	-74.1 	55    	5.7     	255   	5.5       	1.5       	15510     	-77.8
2462      	09:37:31  	123.1  	-73.8 	55    	5.6     	260   	5.5       	1.0       	15450     	-77.6
2464      	09:37:33  	124.4  	-73.6 	55    	5.4     	265   	5.4       	0.5       	15390     	-77.4
2466      	09:37:35  	125.6  	-73.4 	54    	5.2     	264   	5.2       	0.5       	15329     	-77.3
2468      	09:37:37  	126.9  	-73.1 	53    	4.9     	264   	4.9       	0.5       	15271     	-77.1
2470      	09:37:39  	128.2  	-72.9 	55    	4.7     	263   	4.7       	0.6       	15214     	-76.7
2472      	09:37:41  	129.4  	-72.6 	55    	4.4     	263   	4.4       	0.6       	15156     	-76.5
2474      	09:37:43  	130.7  	-72.4 	56    	4.2     	262   	4.2       	0.6       	15098     	-76.2
2476      	09:37:45  	132.0  	-72.1 	55    	4.0     	261   	4.0       	0.6       	15042     	-75.9
2478      	09:37:47  	133.2  	-71.8 	55    	3.7     	258   	3.6       	0.8       	14985     	-75.6
2480      	09:37:49  	134.6  	-71.6 	55    	3.5     	251   	3.3       	1.1       	14927     	-75.5
2482      	09:37:51  	135.9  	-71.3 	54    	3.4     	243   	3.0       	1.6       	14869     	-75.3
2484      	09:37:53  	137.2  	-71.1 	53    	3.5     	237   	2.9       	1.9       	14811     	-75.2
2486      	09:37:55  	138.5  	-70.8 	52    	3.6     	232   	2.8       	2.2       	14756     	-75.0
2488      	09:37:57  	139.8  	-70.5 	52    	3.7     	226   	2.7       	2.6       	14701     	-74.7
2490      	09:37:59  	141.1  	-70.2 	53    	4.0     	219   	2.5       	3.1       	14646     	-74.4
2492      	09:38:01  	142.4  	-69.9 	53    	4.2     	210   	2.1       	3.6       	14591     	-74.0
2494      	09:38:03  	143.7  	-69.5 	54    	4.6     	203   	1.8       	4.2       	14537     	-73.6
2496      	09:38:05  	145.0  	-69.2 	56    	5.0     	196   	1.4       	4.8       	14482     	-73.1
2498      	09:38:07  	146.4  	-68.8 	58    	5.3     	191   	1.0       	5.2       	14426     	-72.5
2500      	09:38:09  	147.7  	-68.5 	60    	5.6     	188   	0.8       	5.5       	14371     	-71.9
2502      	09:38:11  	149.1  	-68.1 	63    	5.7     	185   	0.5       	5.7       	14317     	-71.3
2504      	09:38:13  	150.4  	-67.7 	67    	5.9     	184   	0.4       	5.9       	14264     	-70.5
2506      	09:38:15  	151.8  	-67.3 	61    	6.0     	184   	0.5       	6.0       	14211     	-70.6
2508      	09:38:17  	153.1  	-66.9 	61    	6.1     	185   	0.5       	6.1       	14158     	-70.2
2510      	09:38:19  	154.5  	-66.5 	61    	6.2     	187   	0.8       	6.2       	14105     	-69.8
2512      	09:38:21  	155.8  	-66.0 	61    	6.1     	190   	1.1       	6.0       	14051     	-69.4
2514      	09:38:23  	157.2  	-65.6 	61    	6.1     	194   	1.4       	5.9       	13998     	-69.0
2516      	09:38:25  	158.6  	-65.2 	61    	6.1     	197   	1.8       	5.8       	13944     	-68.6
2518      	09:38:27  	160.0  	-64.7 	60    	6.2     	203   	2.4       	5.7       	13890     	-68.2
2520      	09:38:29  	161.4  	-64.3 	61    	6.3     	209   	3.0       	5.5       	13838     	-67.8
2522      	09:38:31  	162.8  	-63.9 	61    	6.6     	214   	3.7       	5.5       	13785     	-67.3
2524      	09:38:33  	164.2  	-63.4 	61    	6.7     	218   	4.1       	5.3       	13733     	-66.9
2526      	09:38:35  	165.5  	-63.0 	61    	6.9     	220   	4.4       	5.3       	13681     	-66.5
2528      	09:38:37  	166.9  	-62.6 	61    	7.0     	222   	4.7       	5.2       	13629     	-66.0
2530      	09:38:39  	168.3  	-62.1 	62    	7.2     	226   	5.2       	5.0       	13577     	-65.5
2532      	09:38:41  	169.7  	-61.7 	62    	7.4     	230   	5.7       	4.8       	13526     	-65.0
2534      	09:38:43  	171.1  	-61.2 	62    	7.7     	233   	6.2       	4.6       	13476     	-64.6
2536      	09:38:45  	172.5  	-60.8 	62    	7.9     	237   	6.6       	4.3       	13426     	-64.2
2538      	09:38:47  	173.9  	-60.3 	62    	8.1     	239   	6.9       	4.2       	13376     	-63.8
2540      	09:38:49  	175.3  	-59.9 	62    	8.1     	240   	7.0       	4.1       	13326     	-63.3
2542      	09:38:51  	176.7  	-59.4 	62    	8.3     	241   	7.3       	4.0       	13276     	-62.9
2544      	09:38:53  	178.2  	-58.9 	62    	8.4     	242   	7.4       	3.9       	13225     	-62.4
2546      	09:38:55  	179.6  	-58.5 	62    	8.5     	243   	7.6       	3.8       	13174     	-62.0
2548      	09:38:57  	181.1  	-58.0 	62    	8.7     	245   	7.9       	3.7       	13123     	-61.5
2550      	09:38:59  	182.6  	-57.6 	62    	8.7     	245   	7.9       	3.7       	13072     	-61.1
2552      	09:39:01  	184.1  	-57.1 	63    	8.8     	244   	7.9       	3.8       	13020     	-60.6
2554      	09:39:03  	185.7  	-56.7 	63    	8.8     	244   	7.9       	3.9       	12967     	-60.1
2556      	09:39:05  	187.2  	-56.2 	63    	8.9     	243   	8.0       	4.0       	12913     	-59.7
2558      	09:39:07  	188.8  	-55.8 	63    	8.9     	243   	7.9       	4.0       	12859     	-59.3
2560      	09:39:09  	190.3  	-55.3 	63    	8.9     	243   	7.9       	4.1       	12805     	-58.9
2562      	09:39:11  	191.9  	-54.9 	63    	8.9     	242   	7.9       	4.2       	12754     	-58.5
2564      	09:39:13  	193.4  	-54.5 	62    	8.9     	242   	7.9       	4.2       	12703     	-58.1
2566      	09:39:15  	194.9  	-54.1 	62    	8.9     	242   	7.8       	4.2       	12655     	-57.7
2568      	09:39:17  	196.4  	-53.7 	62    	8.9     	242   	7.8       	4.2       	12606     	-57.4
2570      	09:39:19  	197.9  	-53.3 	61    	8.9     	241   	7.8       	4.3       	12558     	-57.1
2572      	09:39:21  	199.4  	-52.8 	61    	8.9     	241   	7.8       	4.3       	12510     	-56.7
2574      	09:39:23  	200.9  	-52.4 	60    	8.9     	241   	7.8       	4.3       	12462     	-56.4
2576      	09:39:25  	202.4  	-52.0 	60    	9.0     	241   	7.9       	4.3       	12413     	-56.0
2578      	09:39:27  	203.9  	-51.6 	59    	9.0     	241   	7.9       	4.3       	12364     	-55.7
2580      	09:39:29  	205.4  	-51.2 	59    	9.0     	241   	7.9       	4.3       	12316     	-55.4
2582      	09:39:31  	207.0  	-50.8 	59    	9.1     	242   	8.1       	4.2       	12267     	-55.0
2584      	09:39:33  	208.5  	-50.5 	59    	9.2     	244   	8.2       	4.1       	12220     	-54.7
2586      	09:39:35  	210.0  	-50.1 	58    	9.3     	245   	8.4       	4.0       	12172     	-54.4
2588      	09:39:37  	211.6  	-49.7 	58    	9.4     	246   	8.6       	3.9       	12124     	-54.0
2590      	09:39:39  	213.1  	-49.3 	58    	9.5     	247   	8.7       	3.8       	12076     	-53.6
2592      	09:39:41  	214.7  	-48.9 	58    	9.5     	247   	8.8       	3.7       	12029     	-53.3
2594      	09:39:43  	216.2  	-48.6 	58    	9.3     	248   	8.6       	3.5       	11982     	-52.9
2596      	09:39:45  	217.7  	-48.2 	58    	9.2     	248   	8.5       	3.5       	11936     	-52.6
2598      	09:39:47  	219.3  	-47.8 	58    	9.1     	248   	8.4       	3.4       	11889     	-52.3
2600      	09:39:49  	220.8  	-47.5 	58    	8.9     	248   	8.3       	3.3       	11843     	-51.9
2602      	09:39:51  	222.3  	-47.1 	58    	8.8     	247   	8.1       	3.4       	11798     	-51.6
2604      	09:39:53  	223.8  	-46.7 	57    	8.5     	247   	7.8       	3.4       	11752     	-51.3
2606      	09:39:55  	225.4  	-46.4 	57    	8.3     	245   	7.5       	3.5       	11707     	-50.9
2608      	09:39:57  	226.9  	-46.0 	58    	7.9     	244   	7.1       	3.5       	11662     	-50.5
2610      	09:39:59  	228.4  	-45.6 	58    	7.6     	243   	6.7       	3.5       	11617     	-50.1
2612      	09:40:01  	230.0  	-45.2 	58    	7.3     	242   	6.4       	3.5       	11572     	-49.7
2614      	09:40:03  	231.5  	-44.8 	58    	7.2     	241   	6.3       	3.5       	11529     	-49.3
2616      	09:40:05  	233.0  	-44.5 	59    	7.1     	240   	6.2       	3.5       	11486     	-48.9
2618      	09:40:07  	234.5  	-44.1 	59    	6.9     	240   	6.0       	3.5       	11443     	-48.5
2620      	09:40:09  	236.0  	-43.7 	59    	6.7     	238   	5.7       	3.6       	11401     	-48.1
2622      	09:40:11  	237.5  	-43.3 	59    	6.5     	235   	5.3       	3.7       	11358     	-47.8
2624      	09:40:13  	239.0  	-42.9 	56    	6.3     	233   	5.0       	3.8       	11315     	-47.7
2626      	09:40:15  	240.5  	-42.5 	58    	6.1     	231   	4.7       	3.8       	11272     	-47.2
2628      	09:40:17  	242.1  	-42.2 	58    	6.1     	230   	4.6       	4.0       	11229     	-46.8
2630      	09:40:19  	243.6  	-41.8 	57    	6.0     	228   	4.4       	4.0       	11186     	-46.5
2632      	09:40:21  	245.1  	-41.4 	57    	5.9     	226   	4.3       	4.1       	11144     	-46.2
2634      	09:40:23  	246.6  	-41.1 	57    	5.9     	224   	4.1       	4.3       	11102     	-45.9
2636      	09:40:25  	248.2  	-40.7 	57    	5.8     	222   	3.9       	4.3       	11059     	-45.5
2638      	09:40:27  	249.7  	-40.3 	57    	5.7     	220   	3.7       	4.4       	11017     	-45.2
2640      	09:40:29  	251.3  	-39.9 	56    	5.7     	220   	3.6       	4.4       	10974     	-44.9
2642      	09:40:31  	252.8  	-39.6 	56    	5.6     	219   	3.5       	4.3       	10933     	-44.6
2644      	09:40:33  	254.4  	-39.2 	56    	5.6     	219   	3.5       	4.4       	10891     	-44.2
2646      	09:40:35  	255.9  	-38.8 	56    	5.4     	220   	3.5       	4.1       	10849     	-43.9
2648      	09:40:37  	257.5  	-38.5 	56    	5.3     	220   	3.4       	4.0       	10808     	-43.5
2650      	09:40:39  	259.0  	-38.1 	56    	5.2     	221   	3.4       	3.9       	10767     	-43.2
2652      	09:40:41  	260.6  	-37.8 	56    	5.1     	222   	3.4       	3.8       	10725     	-42.8
2654      	09:40:43  	262.2  	-37.4 	56    	5.0     	223   	3.4       	3.7       	10682     	-42.5
2656      	09:40:45  	263.8  	-37.0 	56    	4.9     	224   	3.4       	3.5       	10640     	-42.1
2658      	09:40:47  	265.4  	-36.7 	56    	4.8     	226   	3.4       	3.3       	10599     	-41.8
2660      	09:40:49  	267.0  	-36.4 	56    	4.7     	228   	3.5       	3.2       	10558     	-41.5
2662      	09:40:51  	268.5  	-36.0 	56    	4.5     	230   	3.5       	2.9       	10517     	-41.1
2664      	09:40:53  	270.1  	-35.7 	56    	4.4     	232   	3.5       	2.7       	10476     	-40.9
2666      	09:40:55  	271.7  	-35.4 	56    	4.3     	233   	3.4       	2.6       	10436     	-40.6
2668      	09:40:57  	273.3  	-35.0 	56    	4.2     	234   	3.4       	2.4       	10395     	-40.3
2670      	09:40:59  	274.9  	-34.7 	55    	4.2     	236   	3.5       	2.4       	10354     	-40.0
2672      	09:41:01  	276.5  	-34.4 	55    	4.1     	236   	3.4       	2.3       	10313     	-39.8
2674      	09:41:03  	278.1  	-34.0 	55    	4.0     	237   	3.3       	2.2       	10273     	-39.5
2676      	09:41:05  	279.7  	-33.7 	55    	3.9     	237   	3.3       	2.1       	10234     	-39.2
2678      	09:41:07  	281.3  	-33.4 	55    	3.9     	237   	3.3       	2.1       	10194     	-38.9
2680      	09:41:09  	282.9  	-33.1 	54    	3.9     	236   	3.2       	2.2       	10154     	-38.6
2682      	09:41:11  	284.5  	-32.7 	54    	3.8     	236   	3.1       	2.2       	10113     	-38.4
2684      	09:41:13  	286.1  	-32.4 	54    	3.7     	233   	2.9       	2.2       	10073     	-38.0
2686      	09:41:15  	287.8  	-32.1 	55    	3.6     	230   	2.7       	2.3       	10033     	-37.7
2688      	09:41:17  	289.4  	-31.8 	55    	3.6     	226   	2.6       	2.5       	9993      	-37.4
2690      	09:41:19  	291.0  	-31.4 	55    	3.6     	223   	2.4       	2.6       	9954      	-37.0
2692      	09:41:21  	292.6  	-31.1 	55    	3.5     	220   	2.2       	2.7       	9915      	-36.8
2694      	09:41:23  	294.2  	-30.8 	55    	3.6     	217   	2.2       	2.9       	9877      	-36.5
2696      	09:41:25  	295.9  	-30.5 	54    	3.5     	214   	2.0       	2.9       	9838      	-36.2
