Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
02543.0  	  177.4       	 -59.2	 ///	 13250    	 ///./  	 ///./	   ///./	 ////./	 293.4  	  289.0 	120.6    	   82.7    	 ///./    	 //.//       	 34733.3      	   8.2   	 241    	 ////./       	 ////./       	 ////./        	   76.31818	  10.07943	 13310.9
02544.0  	  178.2       	 -58.9	 ///	 13225    	 ///./  	 ///./	   ///./	 ////./	 293.6  	  289.8 	124.3    	   82.6    	 ///./    	 //.//       	 34734.3      	   8.3   	 242    	 ////./       	 ////./       	 ////./        	   76.31825	  10.07947	 13285.4
02545.0  	  178.9       	 -58.7	 ///	 13200    	 ///./  	 ///./	   ///./	 ////./	 293.7  	  290.7 	128.2    	   82.6    	 ///./    	 //.//       	 34735.3      	   8.4   	 243    	 ////./       	 ////./       	 ////./        	   76.31831	  10.07950	 13259.9
02546.0  	  179.6       	 -58.5	 ///	 13174    	 ///./  	 ///./	   ///./	 ////./	 293.9  	  291.6 	132.1    	   82.5    	 ///./    	 //.//       	 34736.3      	   8.5   	 243    	 ////./       	 ////./       	 ////./        	   76.31838	  10.07954	 13234.3
02547.0  	  180.4       	 -58.3	 ///	 13149    	 ///./  	 ///./	   ///./	 ////./	 294.0  	  292.4 	136.1    	   82.5    	 ///./    	 //.//       	 34737.3      	   8.5   	 243    	 ////./       	 ////./       	 ////./        	   76.31844	  10.07958	 13208.8
02548.0  	  181.1       	 -58.0	 ///	 13123    	 ///./  	 ///./	   ///./	 ////./	 294.2  	  293.3 	140.3    	   82.5    	 ///./    	 //.//       	 34738.3      	   8.5   	 243    	 ////./       	 ////./       	 ////./        	   76.31851	  10.07962	 13183.1
02549.0  	  181.8       	 -57.8	 ///	 13098    	 ///./  	 ///./	   ///./	 ////./	 294.3  	  294.2 	144.6    	   82.4    	 ///./    	 //.//       	 34739.3      	   8.5   	 243    	 ////./       	 ////./       	 ////./        	   76.31858	  10.07965	 13157.1
02550.0  	  182.6       	 -57.6	 ///	 13072    	 ///./  	 ///./	   ///./	 ////./	 294.5  	  295.1 	149.0    	   82.4    	 ///./    	 //.//       	 34740.3      	   8.6   	 243    	 ////./       	 ////./       	 ////./        	   76.31864	  10.07969	 13131.0
02551.0  	  183.3       	 -57.4	 ///	 13046    	 ///./  	 ///./	   ///./	 ////./	 294.6  	  296.0 	153.5    	   82.3    	 ///./    	 //.//       	 34741.3      	   8.6   	 242    	 ////./       	 ////./       	 ////./        	   76.31871	  10.07973	 13105.0
02552.0  	  184.1       	 -57.1	 ///	 13020    	 ///./  	 ///./	   ///./	 ////./	 294.8  	  297.0 	158.1    	   82.3    	 ///./    	 //.//       	 34742.3      	   8.6   	 242    	 ////./       	 ////./       	 ////./        	   76.31878	  10.07976	 13079.0
02553.0  	  184.9       	 -56.9	 ///	 12993    	 ///./  	 ///./	   ///./	 ////./	 294.9  	  297.9 	162.9    	   82.2    	 ///./    	 //.//       	 34743.3      	   8.6   	 242    	 ////./       	 ////./       	 ////./        	   76.31886	  10.07980	 13052.3
02554.0  	  185.7       	 -56.7	 ///	 12966    	 ///./  	 ///./	   ///./	 ////./	 295.1  	  298.8 	167.8    	   82.2    	 ///./    	 //.//       	 34744.3      	   8.7   	 242    	 ////./       	 ////./       	 ////./        	   76.31893	  10.07984	 13025.2
02555.0  	  186.4       	 -56.5	 ///	 12939    	 ///./  	 ///./	   ///./	 ////./	 295.3  	  299.8 	172.8    	   82.1    	 ///./    	 //.//       	 34745.3      	   8.7   	 242    	 ////./       	 ////./       	 ////./        	   76.31900	  10.07988	 12998.0
02556.0  	  187.2       	 -56.2	 ///	 12912    	 ///./  	 ///./	   ///./	 ////./	 295.4  	  300.7 	178.0    	   82.1    	 ///./    	 //.//       	 34746.3      	   8.7   	 242    	 ////./       	 ////./       	 ////./        	   76.31908	  10.07992	 12970.8
02557.0  	  188.0       	 -56.0	 ///	 12885    	 ///./  	 ///./	   ///./	 ////./	 295.6  	  301.7 	183.3    	   82.0    	 ///./    	 //.//       	 34747.3      	   8.7   	 242    	 ////./       	 ////./       	 ////./        	   76.31915	  10.07995	 12943.6
02558.0  	  188.8       	 -55.8	 ///	 12858    	 ///./  	 ///./	   ///./	 ////./	 295.7  	  302.6 	188.7    	   81.9    	 ///./    	 //.//       	 34748.3      	   8.8   	 242    	 ////./       	 ////./       	 ////./        	   76.31922	  10.07999	 12916.4
02559.0  	  189.6       	 -55.6	 ///	 12831    	 ///./  	 ///./	   ///./	 ////./	 295.9  	  303.6 	194.0    	   81.9    	 ///./    	 //.//       	 34749.3      	   8.8   	 242    	 ////./       	 ////./       	 ////./        	   76.31930	  10.08003	 12889.2
02560.0  	  190.3       	 -55.4	 ///	 12805    	 ///./  	 ///./	   ///./	 ////./	 296.0  	  304.5 	199.4    	   81.8    	 ///./    	 //.//       	 34750.3      	   8.8   	 242    	 ////./       	 ////./       	 ////./        	   76.31937	  10.08007	 12863.1
02561.0  	  191.1       	 -55.2	 ///	 12780    	 ///./  	 ///./	   ///./	 ////./	 296.1  	  305.5 	204.9    	   81.7    	 ///./    	 //.//       	 34751.3      	   8.8   	 242    	 ////./       	 ////./       	 ////./        	   76.31944	  10.08011	 12837.1
